,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
53,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , crying
54,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , none of these  
55,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms?  , decreased appetite
56,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms?  , abnormal sweating
57,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms?  , weight loss
58,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms?  , none of these  
59,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , loss of consciousness
60,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , blurry vision
61,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , mouth dryness
62,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , none of these  
63,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , numbness or tingling in hands
64,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , nausea
65,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , malaise
66,Attention deficit,Attention deficit: are you currently experiencing any of these symptoms? , none of these  
67,Attention deficit,Attention deficit:,							
0,Back pain,Back pain: When did it start?,Back pain
1,Back pain,Back pain: Does your back pain radiate to any of these areas?, Today
2,Back pain,Back pain: Does your back pain radiate to any of these areas?, In the last week
3,Back pain,Back pain: Does your back pain radiate to any of these areas?, In the last month
4,Back pain,Back pain: Does your back pain radiate to any of these areas?, 1-3 months ago
5,Back pain,Back pain: Does your back pain radiate to any of these areas?, Over 3 months ago
6,Back pain,Back pain: Does your back pain radiate to any of these areas?, Years ago
7,Back pain,Back pain: Did any of these trigger your back pain?, Head
8,Back pain,Back pain: Did any of these trigger your back pain?, Hand or fingers
9,Back pain,Back pain: Did any of these trigger your back pain?, Arm
10,Back pain,Back pain: Did any of these trigger your back pain?, Chest
11,Back pain,Back pain: Did any of these trigger your back pain?, None of the above
12,Back pain,Back pain: Do any of these actions make your back pain worse?, Exposure to cold
13,Back pain,Back pain: Do any of these actions make your back pain worse?, Pregnancy
14,Back pain,Back pain: Do any of these actions make your back pain worse?, Recent injury
15,Back pain,Back pain: Do any of these actions make your back pain worse?, None of the above
16,Back pain,Back pain: Is your pain primarily on one side?, Changing positions
17,Back pain,Back pain: Is your pain primarily on one side?, Cough
18,Back pain,Back pain: Is your pain primarily on one side?, Deep breathing
19,Back pain,Back pain: Is your pain primarily on one side?, Leaning forward
20,Back pain,Back pain: Is your pain primarily on one side?, None of the above
21,Back pain,Back pain: How uncomfortable does it make you feel?, Yes it is
22,Back pain,Back pain: How uncomfortable does it make you feel?, No both sides hurt
23,Back pain,Back pain: How uncomfortable does it make you feel?, I'm not sure
24,Back pain,Back pain: Do any of these ease your pain?, Somewhat uncomfortable
25,Back pain,Back pain: Do any of these ease your pain?, Very uncomfortable
26,Back pain,Back pain: Do any of these ease your pain?, It wakes me at night
27,Back pain,Back pain: Do any of these ease your pain?, I'm not sure
28,Back pain,Back pain: Did your back pain start gradually?, Applying heat
29,Back pain,Back pain: Did your back pain start gradually?, Resting
30,Back pain,Back pain: Did your back pain start gradually?, Sitting down
31,Back pain,Back pain: Did your back pain start gradually?, Stretching
32,Back pain,Back pain: Did your back pain start gradually?, None of the above
33,Back pain,Back pain: Does any of these describe your pain?, Yes it did
34,Back pain,Back pain: Does any of these describe your pain?, No started suddenly
35,Back pain,Back pain: Does any of these describe your pain?, I'm not sure
36,Back pain,Back pain: Have you recently engaged in unprotected sexual intercourse?, Burning
37,Back pain,Back pain: Have you recently engaged in unprotected sexual intercourse?, Stabbing
38,Back pain,Back pain: Have you recently engaged in unprotected sexual intercourse?, Vague
39,Back pain,Back pain: Have you recently engaged in unprotected sexual intercourse?, None of the above
40,Back pain,"Back pain: Do you have pain, pressure or discomfort in your chest?", Yes/No
41,Back pain,Back pain: Do you have pain or discomfort in your abdomen?, Yes/No
42,Back pain,Back pain: Do you have a burning sensation or pain during or after peeing?, Yes/No
43,Back pain,Back pain: Do you have chills?, Yes/No 
44,Back pain,Back pain: Do you have a fever?, Yes/No
45,Back pain,Back pain: Do you have limited range of motion or pain when moving your neck?, Yes/No
46,Back pain,Back pain: Do you have blood in your urine? , Yes/No
47,Back pain,Back pain: Have you been vomiting?, Yes/No
48,Back pain,Back pain: Do you feel sick to your stomach (as if you might throw up)?, Yes/No
49,Back pain,Back pain: Do you need to urinate much more than usual?, Yes/No
50,Back pain,Back pain: Have you been significantly more tired than usual (despite getting enough sleep?), Yes/No
51,Back pain,Back pain: Do you smoke?, Yes/No
52,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, Yes I smoke
53,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, No I don't smoke
54,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, I used to but I quit
55,Back pain,Back pain: Do you have rash anywhere on your body?, Lack of menstruation
56,Back pain,Back pain: Do you have rash anywhere on your body?, Heavy or prolonged period
57,Back pain,Back pain: Do you have rash anywhere on your body?, Vaginal bleeding
58,Back pain,Back pain: Do you have rash anywhere on your body?, None of the above
59,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, Yes/No
60,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, Numbness or tingling in hands
61,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, Recent childbirth
62,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, Arm pain
63,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, None of the above 
64,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, Urinary incontinence
65,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, Abdominal swelling
66,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, Heel pain
67,Back pain,Back pain: Are you currently experiencing any of the following symptoms?, None of the above 
68,Back pain,Back pain: ,
69,Back pain,Back pain:,
70,Back pain,Back pain:,
71,Back pain,Back pain:,
0,Bad breath,Bad breath: When did it start?,Bad breath
1,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, Today
2,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, In the last week
3,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, In the last month
4,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, 1-3 months ago
5,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, Over 3 months ago
6,Bad breath,Bad breath: Do you have a burning sensation in your chest or upper stomach?, Years ago
7,Bad breath,Bad breath: Do any of these activities make your heartburn worse?, Yes/No
8,Bad breath,Bad breath: How severe would you say it is?, Eating
9,Bad breath,Bad breath: How severe would you say it is?, Lying down
10,Bad breath,Bad breath: How severe would you say it is?, Physical activity
11,Bad breath,Bad breath: How severe would you say it is?, None of the above
12,Bad breath,Bad breath: Did either of these trigger your heartburn? , Mild
13,Bad breath,Bad breath: Did either of these trigger your heartburn? , Severe
14,Bad breath,Bad breath: Did either of these trigger your heartburn? , It wakes me at night
15,Bad breath,Bad breath: Did either of these trigger your heartburn? , I'm not sure
16,Bad breath,Bad breath: Do you have a hard-to-remove white layer or patches on the upper surface of your tongue?, Eating in general
17,Bad breath,Bad breath: Do you have a hard-to-remove white layer or patches on the upper surface of your tongue?, Eating suspect food
18,Bad breath,Bad breath: Do you have a hard-to-remove white layer or patches on the upper surface of your tongue?, Recent injury
19,Bad breath,Bad breath: Do you have a hard-to-remove white layer or patches on the upper surface of your tongue?, None of the above
20,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, Yes/No
21,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, Mouth or tongue pain
22,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, Abdominal pain
23,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, Hoarseness
24,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, None of the above
25,Bad breath,Bad breath: Have you been diagnosed with high blood pressure by a doctor?, Cough
26,Bad breath,Bad breath: Have you been diagnosed with high blood pressure by a doctor?, Mouth sores
27,Bad breath,Bad breath: Have you been diagnosed with high blood pressure by a doctor?, Sore throat
28,Bad breath,Bad breath: Have you been diagnosed with high blood pressure by a doctor?, None of the above
29,Bad breath,Bad breath: Have you been diagnosed with Diabetes (Type ) by a doctor?, Yes/No
30,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, Yes/No
31,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, Bad or bitter taste
32,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, Burping
33,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, Phlegm
34,Bad breath,Bad breath: Are you currently experiencing any of the following symptoms?, None of the above
